INT_ID,MAT_IDT,SKU_EAN_COD,CBU_ID,match_status
7501032346720,26048,7501032346720,1,P1_MATCH
7501032346720,10093931,7501032346720,1,P1_MATCH
7501032346720,10086248,7501032346720,1,P1_MATCH
7501032300128,189963,7501032300128,1,P1_MATCH
7501032300128,188912,7501032300128,1,P1_MATCH
7501032300128,190877,7501032300128,1,P1_MATCH
7501032300128,198936,7501032300128,1,P1_MATCH
7501032398514,152294,7501032398514,1,P1_MATCH
7501032398514,127454,7501032398514,1,P1_MATCH
2113153136,,,2,P1_UNMATCHED
7501032399443,135022,7501032399443,1,P1_MATCH
7501032399443,203774,7501032399443,1,P1_MATCH
7506443100992,149866,7506443100992,1,P1_MATCH
2113153136,,,3,P1_UNMATCHED
7501032341213,42187,7501032341213,1,P1_MATCH
7501032341213,10203195,7501032341213,1,P1_MATCH
7501032341213,10155956,7501032341213,1,P1_MATCH
7501032341213,10136912,7501032341213,1,P1_MATCH
7501032341213,10130456,7501032341213,1,P1_MATCH
7501032341213,10113281,7501032341213,1,P1_MATCH
7501032341213,10109484,7501032341213,1,P1_MATCH
7501032341213,10106462,7501032341213,1,P1_MATCH
7501032399559,144831,7501032399559,1,P1_MATCH
7501032399559,136108,7501032399559,1,P1_MATCH
7506443104587,170801,7506443104587,1,P1_MATCH
7501032396428,10240043,7501032396428,1,P1_MATCH
7501032396428,99698,7501032396428,1,P1_MATCH
7501032397951,133077,7501032397951,1,P1_MATCH
7501032397951,132161,7501032397951,1,P1_MATCH
7501032397951,103573,7501032397951,1,P1_MATCH
758104000227,,,2,P1_UNMATCHED
7501032310974,17183,7501032310974,1,P1_MATCH
7501032310974,10231859,7501032310974,1,P1_MATCH
7501032310974,10231858,7501032310974,1,P1_MATCH
7501032310974,10231856,7501032310974,1,P1_MATCH
7501032310974,10226089,7501032310974,1,P1_MATCH
7501032310974,10226087,7501032310974,1,P1_MATCH
7501032310974,10215577,7501032310974,1,P1_MATCH
7501032310974,10215576,7501032310974,1,P1_MATCH
7501032310974,10201820,7501032310974,1,P1_MATCH
7501032310974,10196850,7501032310974,1,P1_MATCH
7501032310974,10196849,7501032310974,1,P1_MATCH
7501032310974,10196847,7501032310974,1,P1_MATCH
7501032310974,10186684,7501032310974,1,P1_MATCH
7501032310974,10186683,7501032310974,1,P1_MATCH
7501032310974,10181261,7501032310974,1,P1_MATCH
7501032310974,10181125,7501032310974,1,P1_MATCH
7501032310974,10172418,7501032310974,1,P1_MATCH
7501032310974,10158423,7501032310974,1,P1_MATCH
7501032310974,10158134,7501032310974,1,P1_MATCH
7501032310974,10147790,7501032310974,1,P1_MATCH
7501032310974,10146877,7501032310974,1,P1_MATCH
7501032310974,10142714,7501032310974,1,P1_MATCH
7501032310974,10142713,7501032310974,1,P1_MATCH
7501032310974,10137492,7501032310974,1,P1_MATCH
7501032310974,10135628,7501032310974,1,P1_MATCH
7501032310974,10120817,7501032310974,1,P1_MATCH
7501032310974,10120395,7501032310974,1,P1_MATCH
7501032310974,10084116,7501032310974,1,P1_MATCH
7501032310974,10073168,7501032310974,1,P1_MATCH
7501032310974,10064794,7501032310974,1,P1_MATCH
758104006120,185465,758104006120,2,P1_MATCH
758104006120,159358,758104006120,2,P1_MATCH
758104006120,148126,758104006120,2,P1_MATCH
758104006120,141411,758104006120,2,P1_MATCH
758104006120,133496,758104006120,2,P1_MATCH
7506443102552,209230,7506443102552,1,P1_MATCH
7506443102552,209231,7506443102552,1,P1_MATCH
7506443102552,196093,7506443102552,1,P1_MATCH
7506443102552,196725,7506443102552,1,P1_MATCH
7506443102552,200875,7506443102552,1,P1_MATCH
7506443102552,178985,7506443102552,1,P1_MATCH
7506443102552,197712,7506443102552,1,P1_MATCH
7506443102552,201739,7506443102552,1,P1_MATCH
7506443102552,190901,7506443102552,1,P1_MATCH
7506443102552,190670,7506443102552,1,P1_MATCH
7506443102552,158740,7506443102552,1,P1_MATCH
7501032334062,42212,7501032334062,1,P1_MATCH
7501032334062,10113296,7501032334062,1,P1_MATCH
7501032334062,10111548,7501032334062,1,P1_MATCH
7501032334062,10106338,7501032334062,1,P1_MATCH
758104002283,41875,758104002283,2,P1_MATCH
758104002283,31347,758104002283,2,P1_MATCH
758104002283,30292,758104002283,2,P1_MATCH
758104002283,29209,758104002283,2,P1_MATCH
758104002283,27064,758104002283,2,P1_MATCH
7501032397258,111508,7501032397258,1,P1_MATCH
758104002283,41875,758104002283,3,P1_MATCH
758104002283,31347,758104002283,3,P1_MATCH
758104002283,30292,758104002283,3,P1_MATCH
758104002283,29209,758104002283,3,P1_MATCH
758104002283,27064,758104002283,3,P1_MATCH
758104006120,185465,758104006120,3,P1_MATCH
758104006120,159358,758104006120,3,P1_MATCH
758104006120,148126,758104006120,3,P1_MATCH
758104006120,141411,758104006120,3,P1_MATCH
758104006120,133496,758104006120,3,P1_MATCH
7506443101692,156187,7506443101692,1,P1_MATCH
758104000227,,,3,P1_UNMATCHED
7501032397616,118680,7501032397616,1,P1_MATCH
75034894,48768,75034894,1,P1_MATCH
75034894,10123435,75034894,1,P1_MATCH
7506443100800,149335,7506443100800,1,P1_MATCH
7506443109421,214411,7506443109421,1,P1_MATCH
7506443102569,158737,7506443102569,1,P1_MATCH
7506443102569,202097,7506443102569,1,P1_MATCH
7506443102569,196680,7506443102569,1,P1_MATCH
758104001453,,,2,P1_UNMATCHED
7501032396206,121284,7501032396206,1,P1_MATCH
7501032396206,10250315,7501032396206,1,P1_MATCH
7501032396206,10249806,7501032396206,1,P1_MATCH
7501032396206,10236825,7501032396206,1,P1_MATCH
7501032396206,98710,7501032396206,1,P1_MATCH
758104006045,167084,758104006045,3,P1_MATCH
758104006045,134263,758104006045,3,P1_MATCH
31200019295,,,1,P1_UNMATCHED
2115036734,,,2,P1_UNMATCHED
758104006045,167084,758104006045,2,P1_MATCH
758104006045,134263,758104006045,2,P1_MATCH
2115036734,,,3,P1_UNMATCHED
7501032398699,127558,7501032398699,1,P1_MATCH
758104001965,22024,758104001965,2,P1_MATCH
7506443104624,169553,7506443104624,1,P1_MATCH
7506443104624,172765,7506443104624,1,P1_MATCH
7506443104624,169494,7506443104624,1,P1_MATCH
7501032334659,50054,7501032334659,1,P1_MATCH
7501032334659,10157700,7501032334659,1,P1_MATCH
7501032334659,10141644,7501032334659,1,P1_MATCH
7501032334659,10124051,7501032334659,1,P1_MATCH
758104001965,22024,758104001965,3,P1_MATCH
758104001453,,,3,P1_UNMATCHED
75064105,129625,75064105,1,P1_MATCH
758104008841,209332,758104008841,3,P1_MATCH
7506443102484,168591,7506443102484,1,P1_MATCH
7506443102484,161691,7506443102484,1,P1_MATCH
7506443102484,158924,7506443102484,1,P1_MATCH
7506443102484,158923,7506443102484,1,P1_MATCH
7506443104082,164531,7506443104082,1,P1_MATCH
7501032300197,210427,7501032300197,1,P1_MATCH
7501032300197,189249,7501032300197,1,P1_MATCH
7501032397135,107741,7501032397135,1,P1_MATCH
7501032321383,10204027,7501032321383,1,P1_MATCH
7501032321383,10203449,7501032321383,1,P1_MATCH
7501032321383,10203448,7501032321383,1,P1_MATCH
7501032321383,10183573,7501032321383,1,P1_MATCH
7501032321383,10183572,7501032321383,1,P1_MATCH
7501032321383,10176946,7501032321383,1,P1_MATCH
7501032321383,10147791,7501032321383,1,P1_MATCH
7501032321383,10145351,7501032321383,1,P1_MATCH
7501032321383,10141387,7501032321383,1,P1_MATCH
7501032321383,78256,7501032321383,1,P1_MATCH
7501032321383,59360,7501032321383,1,P1_MATCH
25293600911,,,1,P1_UNMATCHED
758104008841,209332,758104008841,2,P1_MATCH
7506443105362,171584,7506443105362,1,P1_MATCH
7501032398828,152300,7501032398828,1,P1_MATCH
7501032398828,127572,7501032398828,1,P1_MATCH
7503003535515,172794,7503003535515,3,P1_MATCH
7503003535515,169919,7503003535515,3,P1_MATCH
7503003535515,124504,7503003535515,3,P1_MATCH
7506443100596,147242,7506443100596,1,P1_MATCH
3068320171005,34483,3068320171005,2,P1_MATCH
3068320171005,32757,3068320171005,2,P1_MATCH
3068320171005,107649,3068320171005,2,P1_MATCH
3068320171005,100180,3068320171005,2,P1_MATCH
3068320171005,86938,3068320171005,2,P1_MATCH
3068320171005,76735,3068320171005,2,P1_MATCH
7501032395896,10230304,7501032395896,1,P1_MATCH
7501032395896,10215572,7501032395896,1,P1_MATCH
7501032395896,91646,7501032395896,1,P1_MATCH
7503003535515,172794,7503003535515,2,P1_MATCH
7503003535515,169919,7503003535515,2,P1_MATCH
7503003535515,124504,7503003535515,2,P1_MATCH
17581040015693,,,3,P1_UNMATCHED
75065041,134264,75065041,2,P1_MATCH
17581040015693,,,2,P1_UNMATCHED
40009545678,,,2,P1_UNMATCHED
75065041,134264,75065041,3,P1_MATCH
40009545678,,,3,P1_UNMATCHED
758104005154,99066,758104005154,2,P1_MATCH
758104005154,99036,758104005154,2,P1_MATCH
1563818857,,,3,P1_UNMATCHED
758104005154,99066,758104005154,3,P1_MATCH
758104005154,99036,758104005154,3,P1_MATCH
7501032395988,168702,7501032395988,1,P1_MATCH
7501032395988,10250594,7501032395988,1,P1_MATCH
7501032395988,10225688,7501032395988,1,P1_MATCH
7501032395988,95529,7501032395988,1,P1_MATCH
3068320171005,34483,3068320171005,3,P1_MATCH
3068320171005,32757,3068320171005,3,P1_MATCH
3068320171005,107649,3068320171005,3,P1_MATCH
3068320171005,100180,3068320171005,3,P1_MATCH
3068320171005,86938,3068320171005,3,P1_MATCH
3068320171005,76735,3068320171005,3,P1_MATCH
1563818857,,,2,P1_UNMATCHED
75055677,99055,75055677,2,P1_MATCH
7501032346805,26053,7501032346805,1,P1_MATCH
7501032346805,10086237,7501032346805,1,P1_MATCH
3068320115696,113475,3068320115696,2,P1_MATCH
758104005260,99025,758104005260,2,P1_MATCH
3068320115696,113475,3068320115696,3,P1_MATCH
75055677,99055,75055677,3,P1_MATCH
148843,,,3,P1_UNMATCHED
25293000988,,,1,P1_UNMATCHED
7506443102705,161950,7506443102705,1,P1_MATCH
148843,,,2,P1_UNMATCHED
7501032377571,42301,7501032377571,1,P1_MATCH
7501032377571,41903,7501032377571,1,P1_MATCH
7501032377571,10105397,7501032377571,1,P1_MATCH
7501032395605,168701,7501032395605,1,P1_MATCH
7501032395605,191261,7501032395605,1,P1_MATCH
7501032395605,10250600,7501032395605,1,P1_MATCH
7501032395605,10220568,7501032395605,1,P1_MATCH
7501032395605,10212240,7501032395605,1,P1_MATCH
7501032395605,10212221,7501032395605,1,P1_MATCH
7501032395605,10209428,7501032395605,1,P1_MATCH
7501032395605,10195506,7501032395605,1,P1_MATCH
7501032395605,84525,7501032395605,1,P1_MATCH
7501032397302,121189,7501032397302,1,P1_MATCH
7501032397302,112869,7501032397302,1,P1_MATCH
758104005260,99025,758104005260,3,P1_MATCH
7501032398934,129596,7501032398934,1,P1_MATCH
758104003549,178142,758104003549,3,P1_MATCH
758104003549,175039,758104003549,3,P1_MATCH
758104003549,10198128,758104003549,3,P1_MATCH
758104003549,198698,758104003549,3,P1_MATCH
758104003549,203051,758104003549,3,P1_MATCH
758104003549,70041,758104003549,3,P1_MATCH
758104008650,203377,758104008650,2,P1_MATCH
758104008650,203053,758104008650,2,P1_MATCH
75810400649,,,2,P1_UNMATCHED
2000118560654,,,2,P1_UNMATCHED
7506443107564,198299,7506443107564,1,P1_MATCH
7506443104358,165663,7506443104358,1,P1_MATCH
758104007721,169003,758104007721,2,P1_MATCH
7506443101937,156377,7506443101937,1,P1_MATCH
75053864,99052,75053864,2,P1_MATCH
758104003549,178142,758104003549,2,P1_MATCH
758104003549,175039,758104003549,2,P1_MATCH
758104003549,10198128,758104003549,2,P1_MATCH
758104003549,198698,758104003549,2,P1_MATCH
758104003549,203051,758104003549,2,P1_MATCH
758104003549,70041,758104003549,2,P1_MATCH
758104003280,10207215,758104003280,2,P1_MATCH
758104003280,10195588,758104003280,2,P1_MATCH
758104003280,60485,758104003280,2,P1_MATCH
75053864,99052,75053864,3,P1_MATCH
758104008650,203377,758104008650,3,P1_MATCH
758104008650,203053,758104008650,3,P1_MATCH
758104003280,10207215,758104003280,3,P1_MATCH
758104003280,10195588,758104003280,3,P1_MATCH
758104003280,60485,758104003280,3,P1_MATCH
7501032397098,106438,7501032397098,1,P1_MATCH
75810400649,,,3,P1_UNMATCHED
2000118560654,,,3,P1_UNMATCHED
758104007721,169003,758104007721,3,P1_MATCH
36632038036,,,1,P1_UNMATCHED
75810400824,,,2,P1_UNMATCHED
7506443100374,148556,7506443100374,1,P1_MATCH
7506443102460,158922,7506443102460,1,P1_MATCH
75810400824,,,3,P1_UNMATCHED
758104007158,150249,758104007158,2,P1_MATCH
758104007158,150249,758104007158,3,P1_MATCH
7506443103269,168585,7506443103269,1,P1_MATCH
7506443103269,160639,7506443103269,1,P1_MATCH
758104003242,,,3,P1_UNMATCHED
7501032340063,44522,7501032340063,1,P1_MATCH
7501032340063,10114086,7501032340063,1,P1_MATCH
7501032396299,10237055,7501032396299,1,P1_MATCH
7501032396299,99303,7501032396299,1,P1_MATCH
7506443105720,174247,7506443105720,1,P1_MATCH
758104003242,,,2,P1_UNMATCHED
7501032398637,168576,7501032398637,1,P1_MATCH
7501032398637,157918,7501032398637,1,P1_MATCH
7501032398637,127498,7501032398637,1,P1_MATCH
7501032344009,17230,7501032344009,1,P1_MATCH
7501032398415,128087,7501032398415,1,P1_MATCH
2113173644,,,1,P1_UNMATCHED
7501032340049,44520,7501032340049,1,P1_MATCH
7501032340049,10114084,7501032340049,1,P1_MATCH
758104008230,192610,758104008230,3,P1_MATCH
7501032397746,119829,7501032397746,1,P1_MATCH
7501032397746,185579,7501032397746,1,P1_MATCH
758104008230,192610,758104008230,2,P1_MATCH
10169,,,3,P1_UNMATCHED
758104008100,188426,758104008100,2,P1_MATCH
7501032396503,112870,7501032396503,1,P1_MATCH
7501032396503,10258003,7501032396503,1,P1_MATCH
7501032396503,10248032,7501032396503,1,P1_MATCH
7501032396503,10247789,7501032396503,1,P1_MATCH
7501032396503,10240052,7501032396503,1,P1_MATCH
7501032396503,99972,7501032396503,1,P1_MATCH
758104008100,188426,758104008100,3,P1_MATCH
7506443108547,210544,7506443108547,1,P1_MATCH
7506443108547,207279,7506443108547,1,P1_MATCH
10169,,,2,P1_UNMATCHED
7501032396770,103572,7501032396770,1,P1_MATCH
7501032396770,10249747,7501032396770,1,P1_MATCH
758104004942,97218,758104004942,2,P1_MATCH
75057015,99087,75057015,3,P1_MATCH
75057015,99087,75057015,2,P1_MATCH
2114892451,,,1,P1_UNMATCHED
7506443108028,201003,7506443108028,1,P1_MATCH
4127100495,,,1,P1_UNMATCHED
7506443108127,203366,7506443108127,1,P1_MATCH
40009575683,,,2,P1_UNMATCHED
758104004942,97218,758104004942,3,P1_MATCH
7506443103450,205474,7506443103450,1,P1_MATCH
7506443103450,161230,7506443103450,1,P1_MATCH
7506443103450,203437,7506443103450,1,P1_MATCH
40009575683,,,3,P1_UNMATCHED
7501032397081,106499,7501032397081,1,P1_MATCH
7501032399078 ,131779,7501032399078,1,P1_MATCH
758104004379,,,2,P1_UNMATCHED
7501032396374,10237076,7501032396374,1,P1_MATCH
980036082,,,2,P1_UNMATCHED
7501032397456,214115,7501032397456,1,P1_MATCH
7501032397456,114885,7501032397456,1,P1_MATCH
758104004379,,,3,P1_UNMATCHED
31200454560,192611,31200454560,1,P1_MATCH
980036082,,,3,P1_UNMATCHED
7501032340018,19961,7501032340018,1,P1_MATCH
7501032340018,17219,7501032340018,1,P1_MATCH
7501032340018,10250710,7501032340018,1,P1_MATCH
7501032340018,10249962,7501032340018,1,P1_MATCH
7501032340018,10235681,7501032340018,1,P1_MATCH
7501032340018,10203458,7501032340018,1,P1_MATCH
7501032340018,10145180,7501032340018,1,P1_MATCH
7501032340018,10136147,7501032340018,1,P1_MATCH
7501032340018,10091329,7501032340018,1,P1_MATCH
7501032340018,10074348,7501032340018,1,P1_MATCH
758104002924,,,3,P1_UNMATCHED
758104007615,165024,758104007615,2,P1_MATCH
7501032344658,17437,7501032344658,1,P1_MATCH
7506443105539,175412,7506443105539,1,P1_MATCH
31200460530,172071,31200460530,1,P1_MATCH
7506443104617,169555,7506443104617,1,P1_MATCH
7506443104617,172767,7506443104617,1,P1_MATCH
7506443104617,169493,7506443104617,1,P1_MATCH
7501032399252,132911,7501032399252,1,P1_MATCH
744473912339,129896,744473912339,1,P1_MATCH
744473912339,128237,744473912339,1,P1_MATCH
758104002924,,,2,P1_UNMATCHED
7501032398644,152641,7501032398644,1,P1_MATCH
7501032398644,127509,7501032398644,1,P1_MATCH
758104007615,165024,758104007615,3,P1_MATCH
7501032300302,190708,7501032300302,1,P1_MATCH
7501032300302,198145,7501032300302,1,P1_MATCH
7501032399399,134832,7501032399399,1,P1_MATCH
75052096,10231384,75052096,1,P1_MATCH
75052096,99997,75052096,1,P1_MATCH
7501032398071,208666,7501032398071,1,P1_MATCH
7501032398071,209973,7501032398071,1,P1_MATCH
7501032398071,209971,7501032398071,1,P1_MATCH
7501032398071,180174,7501032398071,1,P1_MATCH
7501032398071,168658,7501032398071,1,P1_MATCH
7501032398071,124458,7501032398071,1,P1_MATCH
7501032398071,165658,7501032398071,1,P1_MATCH
744473912353,129910,744473912353,1,P1_MATCH
744473912353,128938,744473912353,1,P1_MATCH
7506443108158,202825,7506443108158,1,P1_MATCH
758104005994,167088,758104005994,2,P1_MATCH
758104005994,185996,758104005994,2,P1_MATCH
758104005994,134287,758104005994,2,P1_MATCH
758104005994,128891,758104005994,2,P1_MATCH
758104005994,196693,758104005994,2,P1_MATCH
7501032346065,41683,7501032346065,1,P1_MATCH
7501032346065,21388,7501032346065,1,P1_MATCH
7501032346065,10121538,7501032346065,1,P1_MATCH
7501032346065,10114873,7501032346065,1,P1_MATCH
7501032346065,10098754,7501032346065,1,P1_MATCH
7501032346065,10087612,7501032346065,1,P1_MATCH
75050719,99041,75050719,2,P1_MATCH
75050719,99024,75050719,2,P1_MATCH
7501032312183,10149417,7501032312183,1,P1_MATCH
7501032312183,65003,7501032312183,1,P1_MATCH
758104005963,130804,758104005963,2,P1_MATCH
7506443108059,202489,7506443108059,1,P1_MATCH
7501032334963,41677,7501032334963,1,P1_MATCH
7501032334963,20270,7501032334963,1,P1_MATCH
7501032334963,10215655,7501032334963,1,P1_MATCH
7501032334963,10207581,7501032334963,1,P1_MATCH
7501032334963,10157699,7501032334963,1,P1_MATCH
7501032334963,10141643,7501032334963,1,P1_MATCH
7501032334963,10122370,7501032334963,1,P1_MATCH
7501032334963,10112818,7501032334963,1,P1_MATCH
7501032334963,10098750,7501032334963,1,P1_MATCH
7501032334963,10093802,7501032334963,1,P1_MATCH
7501032334963,10079575,7501032334963,1,P1_MATCH
7501032334963,10069369,7501032334963,1,P1_MATCH
758104005963,130804,758104005963,3,P1_MATCH
758104005994,167088,758104005994,3,P1_MATCH
758104005994,185996,758104005994,3,P1_MATCH
758104005994,134287,758104005994,3,P1_MATCH
758104005994,128891,758104005994,3,P1_MATCH
758104005994,196693,758104005994,3,P1_MATCH
75079741,198812,75079741,1,P1_MATCH
7506443102057,208201,7506443102057,1,P1_MATCH
7506443102057,195591,7506443102057,1,P1_MATCH
7506443102057,178983,7506443102057,1,P1_MATCH
7506443102057,202263,7506443102057,1,P1_MATCH
7506443102057,156184,7506443102057,1,P1_MATCH
75050719,99041,75050719,3,P1_MATCH
75050719,99024,75050719,3,P1_MATCH
758104002252,43072,758104002252,2,P1_MATCH
758104006199,178147,758104006199,2,P1_MATCH
758104006199,135269,758104006199,2,P1_MATCH
7501303914054,99639,7501303914054,1,P1_MATCH
7501032332037,43620,7501032332037,1,P1_MATCH
7501032332037,34310,7501032332037,1,P1_MATCH
7501032332037,10120592,7501032332037,1,P1_MATCH
7501032332037,10120588,7501032332037,1,P1_MATCH
7501032332037,10111180,7501032332037,1,P1_MATCH
758104003198,125547,758104003198,3,P1_MATCH
758104003198,87596,758104003198,3,P1_MATCH
75042813,10164940,75042813,1,P1_MATCH
75042813,78641,75042813,1,P1_MATCH
758104003198,125547,758104003198,2,P1_MATCH
758104003198,87596,758104003198,2,P1_MATCH
7506443107526,197720,7506443107526,1,P1_MATCH
758104006199,178147,758104006199,3,P1_MATCH
758104006199,135269,758104006199,3,P1_MATCH
758104002252,43072,758104002252,3,P1_MATCH
7506443105560,171533,7506443105560,1,P1_MATCH
7501032397449,115713,7501032397449,1,P1_MATCH
7506443109322,212896,7506443109322,1,P1_MATCH
605388061393,28012,605388061393,2,P1_MATCH
605388061393,28012,605388061393,3,P1_MATCH
7501032344566,17243,7501032344566,1,P1_MATCH
7506443105546,175411,7506443105546,1,P1_MATCH
7501032332358,48717,7501032332358,1,P1_MATCH
7501032332358,10171971,7501032332358,1,P1_MATCH
7501032332358,10163455,7501032332358,1,P1_MATCH
7501032332358,10151385,7501032332358,1,P1_MATCH
7501032332358,10146127,7501032332358,1,P1_MATCH
7501032332358,10139905,7501032332358,1,P1_MATCH
7501032332358,10134592,7501032332358,1,P1_MATCH
7501032332358,10132603,7501032332358,1,P1_MATCH
7501032332389,48716,7501032332389,1,P1_MATCH
7501032332389,10171970,7501032332389,1,P1_MATCH
7501032332389,10163454,7501032332389,1,P1_MATCH
7501032332389,10146126,7501032332389,1,P1_MATCH
7501032332389,10139904,7501032332389,1,P1_MATCH
7501032332389,10134591,7501032332389,1,P1_MATCH
7501032332389,10132602,7501032332389,1,P1_MATCH
7506443108387,204830,7506443108387,1,P1_MATCH
41271025903,,,1,P1_UNMATCHED
400095117254,,,3,P1_UNMATCHED
7501032399153 ,132162,7501032399153,1,P1_MATCH
758104000401,,,2,P1_UNMATCHED
758104001446,,,2,P1_UNMATCHED
7501032344146,21389,7501032344146,1,P1_MATCH
7501032312107,10203199,7501032312107,1,P1_MATCH
7501032312107,10155963,7501032312107,1,P1_MATCH
7501032312107,10132802,7501032312107,1,P1_MATCH
7501032312107,51978,7501032312107,1,P1_MATCH
758104000401,,,3,P1_UNMATCHED
7501032398323,168641,7501032398323,1,P1_MATCH
7501032398323,128094,7501032398323,1,P1_MATCH
758104001446,,,3,P1_UNMATCHED
400095117254,,,2,P1_UNMATCHED
7506443104464,165636,7506443104464,1,P1_MATCH
7506443104464,177810,7506443104464,1,P1_MATCH
758104003891,,,3,P1_UNMATCHED
7501032399719,138102,7501032399719,1,P1_MATCH
7501032339623,34308,7501032339623,1,P1_MATCH
7501032339623,10094208,7501032339623,1,P1_MATCH
75015114,17180,75015114,1,P1_MATCH
75015114,10206050,75015114,1,P1_MATCH
75015114,10073172,75015114,1,P1_MATCH
75015114,10073171,75015114,1,P1_MATCH
75015114,10064796,75015114,1,P1_MATCH
7506443106833,205501,7506443106833,1,P1_MATCH
7506443106833,189706,7506443106833,1,P1_MATCH
75073145,165149,75073145,1,P1_MATCH
758104003891,,,2,P1_UNMATCHED
758104007738,169556,758104007738,3,P1_MATCH
758104007738,169556,758104007738,2,P1_MATCH
31200007216,,,1,P1_UNMATCHED
7506443101951,155100,7506443101951,1,P1_MATCH
7506443100343,143705,7506443100343,1,P1_MATCH
7506443108455,207605,7506443108455,1,P1_MATCH
7506443109117,210541,7506443109117,1,P1_MATCH
7501032396077,10231269,7501032396077,1,P1_MATCH
7501032396077,97304,7501032396077,1,P1_MATCH
7501032336608,31526,7501032336608,1,P1_MATCH
7501032336608,31525,7501032336608,1,P1_MATCH
7501032336608,20066,7501032336608,1,P1_MATCH
7501032336608,17214,7501032336608,1,P1_MATCH
7501032336608,10231000,7501032336608,1,P1_MATCH
7501032336608,10217484,7501032336608,1,P1_MATCH
7501032336608,10211675,7501032336608,1,P1_MATCH
7501032336608,10201479,7501032336608,1,P1_MATCH
7501032336608,10180987,7501032336608,1,P1_MATCH
7501032336608,10175627,7501032336608,1,P1_MATCH
7501032336608,10158372,7501032336608,1,P1_MATCH
7501032336608,10157706,7501032336608,1,P1_MATCH
7501032336608,10157704,7501032336608,1,P1_MATCH
7501032336608,10142726,7501032336608,1,P1_MATCH
7501032336608,10141650,7501032336608,1,P1_MATCH
7501032336608,10141649,7501032336608,1,P1_MATCH
7501032336608,10135556,7501032336608,1,P1_MATCH
7501032336608,10135555,7501032336608,1,P1_MATCH
7501032336608,10133994,7501032336608,1,P1_MATCH
7501032336608,10133706,7501032336608,1,P1_MATCH
7501032336608,10121173,7501032336608,1,P1_MATCH
7501032336608,10098723,7501032336608,1,P1_MATCH
7501032336608,10093809,7501032336608,1,P1_MATCH
7501032336608,10084114,7501032336608,1,P1_MATCH
7501032336608,10082628,7501032336608,1,P1_MATCH
7501032336608,10069374,7501032336608,1,P1_MATCH
7506443108882,210547,7506443108882,1,P1_MATCH
7501032321390,10203453,7501032321390,1,P1_MATCH
7501032321390,10183575,7501032321390,1,P1_MATCH
7501032321390,10145494,7501032321390,1,P1_MATCH
7501032321390,10145352,7501032321390,1,P1_MATCH
7501032321390,10141391,7501032321390,1,P1_MATCH
7501032321390,59361,7501032321390,1,P1_MATCH
1563818808,,,3,P1_UNMATCHED
1563818808,,,2,P1_UNMATCHED
7501032377564,41904,7501032377564,1,P1_MATCH
7501032377564,10105398,7501032377564,1,P1_MATCH
7506443103627,190710,7506443103627,1,P1_MATCH
7506443103627,163523,7506443103627,1,P1_MATCH
7501032399726,136406,7501032399726,1,P1_MATCH
7501032399726,168598,7501032399726,1,P1_MATCH
7506443102903,209227,7506443102903,1,P1_MATCH
7506443102903,159311,7506443102903,1,P1_MATCH
7506443102903,201736,7506443102903,1,P1_MATCH
7506443102903,196948,7506443102903,1,P1_MATCH
7506443102903,190892,7506443102903,1,P1_MATCH
7501032397609,214116,7501032397609,1,P1_MATCH
7501032397609,118416,7501032397609,1,P1_MATCH
7501032397401,113665,7501032397401,1,P1_MATCH
7501303905502,99635,7501303905502,1,P1_MATCH
7501032395292,10242958,7501032395292,1,P1_MATCH
7501032395292,10225933,7501032395292,1,P1_MATCH
7501032395292,10205265,7501032395292,1,P1_MATCH
7501032395292,10194833,7501032395292,1,P1_MATCH
7501032395292,10184981,7501032395292,1,P1_MATCH
7501032395292,10175319,7501032395292,1,P1_MATCH
7501032395292,99993,7501032395292,1,P1_MATCH
7501032395292,79500,7501032395292,1,P1_MATCH
7501032312169,10226070,7501032312169,1,P1_MATCH
7501032312169,10194820,7501032312169,1,P1_MATCH
7501032312169,10184959,7501032312169,1,P1_MATCH
7501032312169,10171989,7501032312169,1,P1_MATCH
7501032312169,10163473,7501032312169,1,P1_MATCH
7501032312169,10149416,7501032312169,1,P1_MATCH
7501032312169,65001,7501032312169,1,P1_MATCH
7501032399023,129924,7501032399023,1,P1_MATCH
7501032330910,25201,7501032330910,1,P1_MATCH
7501032332785,48439,7501032332785,1,P1_MATCH
7501032332785,10230010,7501032332785,1,P1_MATCH
7501032332785,10226065,7501032332785,1,P1_MATCH
7501032332785,10209487,7501032332785,1,P1_MATCH
7501032332785,10194825,7501032332785,1,P1_MATCH
7501032332785,10184974,7501032332785,1,P1_MATCH
7501032332785,10180991,7501032332785,1,P1_MATCH
7501032332785,10171977,7501032332785,1,P1_MATCH
7501032332785,10163461,7501032332785,1,P1_MATCH
7501032332785,10146117,7501032332785,1,P1_MATCH
7501032332785,10141524,7501032332785,1,P1_MATCH
7501032332785,10140080,7501032332785,1,P1_MATCH
7501032332785,10134583,7501032332785,1,P1_MATCH
7501032332785,10132614,7501032332785,1,P1_MATCH
7501032332785,10120622,7501032332785,1,P1_MATCH
31200016058,,,1,P1_UNMATCHED
7501032398767,130674,7501032398767,1,P1_MATCH
7501032398767,182545,7501032398767,1,P1_MATCH
7501032398767,127583,7501032398767,1,P1_MATCH
7506443101593,156050,7506443101593,1,P1_MATCH
7506443101593,173613,7506443101593,1,P1_MATCH
758104008575,207384,758104008575,2,P1_MATCH
